id,ticket_id,user_id,vehicle_id,jo_date,date_arrived,date_promised,started_at,completed_at,released_at,estimated_duration,actual_duration,estimated_grand_total,actual_grand_total,partial_payment,balance,status,quotation_notes,quotation_approved
1561,1561,1385,1871,2024-01-05,2024-01-05 16:31:49.486015,2024-01-05 20:31:49.486015,2024-01-05 17:00:49.486015,2026-05-20 16:31:49.486015,2026-06-24 16:31:49.486015,00:01:11,00:08:28,607.24,883.41,0.00,883.41,released,"Scenario B – low-cost, quick-service job order.",True
1562,1562,1386,1873,2026-03-19,2026-03-19 16:31:49.486015,2026-03-19 20:31:49.486015,2026-03-19 16:49:49.486015,2026-07-19 16:31:49.486015,2026-06-30 16:31:49.486015,00:02:52,00:06:15,689.11,813.93,288.43,525.50,completed,"Scenario B – low-cost, quick-service job order.",True
1563,1563,1387,1875,2018-02-22,2018-02-22 16:31:49.486015,2018-02-22 20:31:49.486015,2018-02-22 17:00:49.486015,2026-07-21 16:31:49.486015,2026-08-04 16:31:49.486015,00:04:13,00:07:20,451.29,867.79,0.00,867.79,released,"Scenario B – low-cost, quick-service job order.",True
1564,1564,1388,1877,2020-03-09,2020-03-09 16:31:49.486015,2020-03-09 20:31:49.486015,2020-03-09 16:49:49.486015,2025-02-19 16:31:49.486015,2024-11-18 16:31:49.486015,00:02:28,00:05:13,422.97,732.18,0.00,732.18,released,"Scenario B – low-cost, quick-service job order.",True
1565,1565,1389,1879,2021-10-21,2021-10-21 16:31:49.486015,2021-10-21 20:31:49.486015,2021-10-21 16:57:49.486015,2026-06-19 16:31:49.486015,2026-06-25 16:31:49.486015,00:04:03,00:02:35,307.69,611.33,579.23,32.10,completed,"Scenario B – low-cost, quick-service job order.",True
1566,1566,1390,1881,2025-04-21,2025-04-21 16:31:49.486015,2025-04-21 20:31:49.486015,2025-04-21 16:42:49.486015,2026-07-02 16:31:49.486015,2026-06-12 16:31:49.486015,00:04:19,00:09:43,752.06,376.44,0.00,376.44,released,"Scenario B – low-cost, quick-service job order.",True
1567,1567,1391,1883,2022-04-15,2022-04-15 16:31:49.486015,2022-04-15 20:31:49.486015,2022-04-15 16:55:49.486015,2026-07-10 16:31:49.486015,2026-07-26 16:31:49.486015,00:03:10,00:05:39,626.83,595.46,0.00,595.46,released,"Scenario B – low-cost, quick-service job order.",True
1568,1568,1392,1885,2020-07-20,2020-07-20 16:31:49.486015,2020-07-20 20:31:49.486015,2020-07-20 16:53:49.486015,2026-04-25 16:31:49.486015,2026-03-14 16:31:49.486015,00:03:34,00:06:59,540.63,516.81,0.00,516.81,released,"Scenario B – low-cost, quick-service job order.",True
1569,1569,1393,1887,2025-04-27,2025-04-27 16:31:49.486015,2025-04-27 20:31:49.486015,2025-04-27 16:59:49.486015,2026-06-25 16:31:49.486015,2026-06-01 16:31:49.486015,00:04:50,00:09:05,384.75,750.76,238.24,512.52,completed,"Scenario B – low-cost, quick-service job order.",True
1570,1570,1394,1889,2024-02-25,2024-02-25 16:31:49.486015,2024-02-25 20:31:49.486015,2024-02-25 16:46:49.486015,2026-08-02 16:31:49.486015,2026-05-16 16:31:49.486015,00:03:15,00:06:55,393.23,575.30,0.00,575.30,released,"Scenario B – low-cost, quick-service job order.",True
1571,1571,1395,1891,2025-05-18,2025-05-18 16:31:49.486015,2025-05-18 20:31:49.486015,2025-05-18 16:47:49.486015,2026-06-24 16:31:49.486015,2026-06-13 16:31:49.486015,00:03:03,00:03:24,721.43,720.39,0.00,720.39,completed,"Scenario B – low-cost, quick-service job order.",True
1572,1572,1396,1893,2018-01-03,2018-01-03 16:31:49.486015,2018-01-03 20:31:49.486015,2018-01-03 16:46:49.486015,2026-07-26 16:31:49.486015,2026-07-25 16:31:49.486015,00:02:31,00:08:50,481.15,664.60,0.00,664.60,completed,"Scenario B – low-cost, quick-service job order.",True
1573,1573,1397,1895,2020-10-13,2020-10-13 16:31:49.486015,2020-10-13 20:31:49.486015,2020-10-13 16:41:49.486015,2026-05-17 16:31:49.486015,2026-05-28 16:31:49.486015,00:02:19,00:05:53,589.17,485.89,0.00,485.89,completed,"Scenario B – low-cost, quick-service job order.",True
1574,1574,1398,1897,2026-04-30,2026-04-30 16:31:49.486015,2026-04-30 20:31:49.486015,2026-04-30 16:51:49.486015,2026-07-06 16:31:49.486015,2026-05-28 16:31:49.486015,00:04:08,00:03:22,473.78,594.97,0.00,594.97,completed,"Scenario B – low-cost, quick-service job order.",True
1575,1575,1399,1899,2019-04-14,2019-04-14 16:31:49.486015,2019-04-14 20:31:49.486015,2019-04-14 16:49:49.486015,,,00:03:43,,627.19,565.96,0.00,565.96,in_progress,"Scenario B – low-cost, quick-service job order.",True
1576,1576,1400,1901,2022-11-16,2022-11-16 16:31:49.486015,2022-11-16 20:31:49.486015,2022-11-16 16:47:49.486015,2026-05-16 16:31:49.486015,2026-05-17 16:31:49.486015,00:03:18,00:02:31,740.23,668.81,0.00,668.81,released,"Scenario B – low-cost, quick-service job order.",True
1577,1577,1401,1903,2023-03-13,2023-03-13 16:31:49.486015,2023-03-13 20:31:49.486015,2023-03-13 16:59:49.486015,2026-05-25 16:31:49.486015,2026-08-04 16:31:49.486015,00:04:00,00:07:29,258.64,618.31,0.00,618.31,completed,"Scenario B – low-cost, quick-service job order.",True
1578,1578,1402,1905,2016-11-18,2016-11-18 16:31:49.486015,2016-11-18 20:31:49.486015,2016-11-18 16:44:49.486015,2026-07-16 16:31:49.486015,2026-07-31 16:31:49.486015,00:03:44,00:04:09,486.06,737.77,0.00,737.77,released,"Scenario B – low-cost, quick-service job order.",True
1579,1579,1403,1907,2021-01-09,2021-01-09 16:31:49.486015,2021-01-09 20:31:49.486015,2021-01-09 16:49:49.486015,2026-07-26 16:31:49.486015,2026-06-24 16:31:49.486015,00:03:14,00:05:12,497.45,725.67,0.00,725.67,completed,"Scenario B – low-cost, quick-service job order.",True
1580,1580,1404,1909,2024-02-10,2024-02-10 16:31:49.486015,2024-02-10 20:31:49.486015,2024-02-10 16:47:49.486015,2026-04-03 16:31:49.486015,2026-05-01 16:31:49.486015,00:02:15,00:02:14,628.75,683.94,519.40,164.54,released,"Scenario B – low-cost, quick-service job order.",True
1581,1581,1405,1911,2026-04-23,2026-04-23 16:31:49.486015,2026-04-23 20:31:49.486015,2026-04-23 16:43:49.486015,2026-05-20 16:31:49.486015,2026-06-22 16:31:49.486015,00:02:24,00:07:40,762.73,487.62,0.00,487.62,released,"Scenario B – low-cost, quick-service job order.",True
1582,1582,1406,1913,2025-10-27,2025-10-27 16:31:49.486015,2025-10-27 20:31:49.486015,2025-10-27 16:59:49.486015,2026-05-06 16:31:49.486015,2026-04-19 16:31:49.486015,00:02:14,00:03:09,593.80,805.19,0.00,805.19,released,"Scenario B – low-cost, quick-service job order.",True
1583,1583,1407,1915,2022-08-06,2022-08-06 16:31:49.486015,2022-08-06 20:31:49.486015,2022-08-06 16:47:49.486015,2026-06-07 16:31:49.486015,2026-07-27 16:31:49.486015,00:02:44,00:03:14,577.11,421.37,0.00,421.37,released,"Scenario B – low-cost, quick-service job order.",True
1584,1584,1408,1917,2018-05-23,2018-05-23 16:31:49.486015,2018-05-23 20:31:49.486015,2018-05-23 16:41:49.486015,2026-05-30 16:31:49.486015,2026-05-21 16:31:49.486015,00:01:13,00:06:35,338.17,648.31,561.48,86.83,released,"Scenario B – low-cost, quick-service job order.",True
1585,1585,1409,1919,2024-04-06,2024-04-06 16:31:49.486015,2024-04-06 20:31:49.486015,2024-04-06 16:48:49.486015,2026-07-27 16:31:49.486015,2026-05-21 16:31:49.486015,00:02:50,00:07:05,739.93,568.05,243.52,324.53,released,"Scenario B – low-cost, quick-service job order.",True
1586,1586,1410,1921,2024-04-27,2024-04-27 16:31:49.486015,2024-04-27 20:31:49.486015,2024-04-27 16:51:49.486015,2026-05-10 16:31:49.486015,2026-08-03 16:31:49.486015,00:04:44,00:06:48,468.80,229.57,0.00,229.57,completed,"Scenario B – low-cost, quick-service job order.",True
1587,1587,1411,1923,2024-03-26,2024-03-26 16:31:49.486015,2024-03-26 20:31:49.486015,2024-03-26 16:46:49.486015,2026-06-18 16:31:49.486015,2026-07-26 16:31:49.486015,00:04:38,00:03:34,513.16,320.67,0.00,320.67,completed,"Scenario B – low-cost, quick-service job order.",True
1588,1588,1412,1925,2024-04-09,2024-04-09 16:31:49.486015,2024-04-09 20:31:49.486015,2024-04-09 16:52:49.486015,2026-03-28 16:31:49.486015,2026-02-19 16:31:49.486015,00:04:06,00:04:22,407.65,558.50,0.00,558.50,released,"Scenario B – low-cost, quick-service job order.",True
1589,1589,1413,1927,2020-05-18,2020-05-18 16:31:49.486015,2020-05-18 20:31:49.486015,2020-05-18 16:43:49.486015,2024-06-06 16:31:49.486015,2024-09-21 16:31:49.486015,00:03:55,00:02:20,467.38,733.52,0.00,733.52,released,"Scenario B – low-cost, quick-service job order.",True
1590,1590,1414,1929,2018-01-11,2018-01-11 16:31:49.486015,2018-01-11 20:31:49.486015,2018-01-11 16:45:49.486015,2026-07-22 16:31:49.486015,2026-05-15 16:31:49.486015,00:02:23,00:03:34,603.44,457.13,0.00,457.13,released,"Scenario B – low-cost, quick-service job order.",True
1591,1591,1415,1931,2017-04-02,2017-04-02 16:31:49.486015,2017-04-02 20:31:49.486015,2017-04-02 16:52:49.486015,2026-06-05 16:31:49.486015,2026-07-21 16:31:49.486015,00:04:06,00:06:59,499.83,437.64,0.00,437.64,released,"Scenario B – low-cost, quick-service job order.",True
1592,1592,1416,1933,2017-05-15,2017-05-15 16:31:49.486015,2017-05-15 20:31:49.486015,2017-05-15 16:52:49.486015,2026-05-31 16:31:49.486015,2026-05-26 16:31:49.486015,00:01:12,00:03:11,538.22,458.65,0.00,458.65,released,"Scenario B – low-cost, quick-service job order.",True
1593,1593,1417,1935,2023-03-14,2023-03-14 16:31:49.486015,2023-03-14 20:31:49.486015,2023-03-14 16:52:49.486015,2026-03-03 16:31:49.486015,2026-04-03 16:31:49.486015,00:04:01,00:09:29,680.18,549.19,144.16,405.03,released,"Scenario B – low-cost, quick-service job order.",True
1594,1594,1418,1937,2019-12-20,2019-12-20 16:31:49.486015,2019-12-20 20:31:49.486015,2019-12-20 16:46:49.486015,2026-07-18 16:31:49.486015,2026-07-29 16:31:49.486015,00:02:22,00:03:13,362.76,801.34,0.00,801.34,completed,"Scenario B – low-cost, quick-service job order.",True
1595,1595,1419,1939,2023-11-17,2023-11-17 16:31:49.486015,2023-11-17 20:31:49.486015,2023-11-17 16:57:49.486015,2026-04-20 16:31:49.486015,2026-03-01 16:31:49.486015,00:02:44,00:02:46,315.53,467.51,453.37,14.14,released,"Scenario B – low-cost, quick-service job order.",True
1596,1596,1420,1941,2019-06-07,2019-06-07 16:31:49.486015,2019-06-07 20:31:49.486015,2019-06-07 16:42:49.486015,2026-07-24 16:31:49.486015,2026-06-12 16:31:49.486015,00:02:08,00:03:50,375.71,433.16,0.00,433.16,released,"Scenario B – low-cost, quick-service job order.",True
1597,1597,1421,1943,2018-07-03,2018-07-03 16:31:49.486015,2018-07-03 20:31:49.486015,2018-07-03 16:58:49.486015,,,00:01:02,,528.79,443.77,0.00,443.77,inspecting,"Scenario B – low-cost, quick-service job order.",True
1598,1598,1422,1945,2018-08-07,2018-08-07 16:31:49.486015,2018-08-07 20:31:49.486015,2018-08-07 16:49:49.486015,2026-06-15 16:31:49.486015,2026-06-03 16:31:49.486015,00:02:58,00:06:05,325.56,471.85,0.00,471.85,released,"Scenario B – low-cost, quick-service job order.",True
1599,1599,1423,1947,2023-01-11,2023-01-11 16:31:49.486015,2023-01-11 20:31:49.486015,2023-01-11 16:52:49.486015,2025-12-04 16:31:49.486015,2024-09-28 16:31:49.486015,00:03:44,00:02:13,410.00,419.54,571.68,-152.14,released,"Scenario B – low-cost, quick-service job order.",True
1600,1600,1424,1949,2021-12-20,2021-12-20 16:31:49.486015,2021-12-20 20:31:49.486015,2021-12-20 16:47:49.486015,2026-02-09 16:31:49.486015,2026-03-22 16:31:49.486015,00:03:14,00:04:14,359.86,534.63,0.00,534.63,released,"Scenario B – low-cost, quick-service job order.",True
1601,1601,1425,1951,2023-07-17,2023-07-17 16:31:49.486015,2023-07-17 20:31:49.486015,2023-07-17 16:56:49.486015,2026-07-28 16:31:49.486015,2026-06-28 16:31:49.486015,00:04:55,00:07:53,434.14,867.41,0.00,867.41,completed,"Scenario B – low-cost, quick-service job order.",True
1602,1602,1426,1953,2024-05-25,2024-05-25 16:31:49.486015,2024-05-25 20:31:49.486015,2024-05-25 16:57:49.486015,2026-06-01 16:31:49.486015,2026-07-23 16:31:49.486015,00:04:44,00:07:37,604.47,754.87,185.25,569.62,released,"Scenario B – low-cost, quick-service job order.",True
1603,1603,1427,1955,2017-01-05,2017-01-05 16:31:49.486015,2017-01-05 20:31:49.486015,2017-01-05 16:54:49.486015,2026-07-07 16:31:49.486015,2026-05-29 16:31:49.486015,00:01:21,00:05:05,244.69,486.11,414.39,71.72,completed,"Scenario B – low-cost, quick-service job order.",True
1604,1604,1428,1957,2019-10-29,2019-10-29 16:31:49.486015,2019-10-29 20:31:49.486015,2019-10-29 16:52:49.486015,2026-07-29 16:31:49.486015,2026-06-28 16:31:49.486015,00:01:29,00:06:17,356.45,601.49,0.00,601.49,completed,"Scenario B – low-cost, quick-service job order.",True
1605,1605,1429,1959,2023-06-11,2023-06-11 16:31:49.486015,2023-06-11 20:31:49.486015,2023-06-11 16:58:49.486015,2026-05-22 16:31:49.486015,2026-05-12 16:31:49.486015,00:03:10,00:09:52,417.58,467.63,0.00,467.63,completed,"Scenario B – low-cost, quick-service job order.",True
1606,1606,1430,1961,2018-05-16,2018-05-16 16:31:49.486015,2018-05-16 20:31:49.486015,2018-05-16 16:56:49.486015,2026-05-31 16:31:49.486015,2026-07-01 16:31:49.486015,00:04:29,00:07:29,499.63,402.46,0.00,402.46,released,"Scenario B – low-cost, quick-service job order.",True
1607,1607,1431,1963,2017-06-04,2017-06-04 16:31:49.486015,2017-06-04 20:31:49.486015,2017-06-04 16:48:49.486015,2026-07-06 16:31:49.486015,2026-07-26 16:31:49.486015,00:04:28,00:07:20,355.99,887.27,0.00,887.27,released,"Scenario B – low-cost, quick-service job order.",True
1608,1608,1432,1965,2019-03-18,2019-03-18 16:31:49.486015,2019-03-18 20:31:49.486015,2019-03-18 16:42:49.486015,2026-03-03 16:31:49.486015,2026-03-08 16:31:49.486015,00:01:15,00:05:35,407.27,581.58,0.00,581.58,released,"Scenario B – low-cost, quick-service job order.",True
1609,1609,1433,1967,2016-10-11,2016-10-11 16:31:49.486015,2016-10-11 20:31:49.486015,2016-10-11 16:48:49.486015,,,00:01:49,,499.98,828.95,0.00,828.95,in_progress,"Scenario B – low-cost, quick-service job order.",True
1610,1610,1434,1969,2023-06-06,2023-06-06 16:31:49.486015,2023-06-06 20:31:49.486015,2023-06-06 16:48:49.486015,2026-06-13 16:31:49.486015,2026-07-08 16:31:49.486015,00:03:09,00:04:46,383.70,761.19,0.00,761.19,released,"Scenario B – low-cost, quick-service job order.",True
1611,1611,1435,1971,2020-06-19,2020-06-19 16:31:49.486015,2020-06-19 20:31:49.486015,2020-06-19 16:50:49.486015,2026-06-29 16:31:49.486015,2026-05-10 16:31:49.486015,00:02:04,00:05:15,534.81,710.14,282.52,427.62,released,"Scenario B – low-cost, quick-service job order.",True
1612,1612,1436,1973,2022-10-01,2022-10-01 16:31:49.486015,2022-10-01 20:31:49.486015,2022-10-01 16:47:49.486015,2026-04-04 16:31:49.486015,2026-03-24 16:31:49.486015,00:04:03,00:04:28,433.75,771.63,508.37,263.26,released,"Scenario B – low-cost, quick-service job order.",True
1613,1613,1437,1975,2016-10-29,2016-10-29 16:31:49.486015,2016-10-29 20:31:49.486015,2016-10-29 16:59:49.486015,2026-05-24 16:31:49.486015,2026-08-01 16:31:49.486015,00:04:01,00:05:37,426.43,618.77,359.74,259.03,released,"Scenario B – low-cost, quick-service job order.",True
1614,1614,1438,1977,2018-08-07,2018-08-07 16:31:49.486015,2018-08-07 20:31:49.486015,2018-08-07 16:52:49.486015,2026-02-26 16:31:49.486015,2026-03-08 16:31:49.486015,00:02:55,00:03:35,676.21,573.69,0.00,573.69,released,"Scenario B – low-cost, quick-service job order.",True
1615,1615,1439,1979,2021-09-14,2021-09-14 16:31:49.486015,2021-09-14 20:31:49.486015,2021-09-14 16:58:49.486015,2026-05-13 16:31:49.486015,2026-07-29 16:31:49.486015,00:03:11,00:07:50,671.27,355.39,0.00,355.39,released,"Scenario B – low-cost, quick-service job order.",True
1616,1616,1440,1981,2019-06-05,2019-06-05 16:31:49.486015,2019-06-05 20:31:49.486015,2019-06-05 16:55:49.486015,2026-05-13 16:31:49.486015,2026-06-30 16:31:49.486015,00:01:00,00:02:07,292.90,587.25,0.00,587.25,released,"Scenario B – low-cost, quick-service job order.",True
1617,1617,1441,1983,2024-10-20,2024-10-20 16:31:49.486015,2024-10-20 20:31:49.486015,2024-10-20 16:51:49.486015,2026-04-02 16:31:49.486015,2026-02-23 16:31:49.486015,00:02:06,00:07:54,321.91,563.06,0.00,563.06,released,"Scenario B – low-cost, quick-service job order.",True
1618,1618,1442,1985,2018-04-01,2018-04-01 16:31:49.486015,2018-04-01 20:31:49.486015,2018-04-01 16:44:49.486015,2026-07-29 16:31:49.486015,2026-05-16 16:31:49.486015,00:04:28,00:05:47,508.97,563.30,0.00,563.30,released,"Scenario B – low-cost, quick-service job order.",True
1619,1619,1443,1987,2026-05-19,2026-05-19 16:31:49.486015,2026-05-19 20:31:49.486015,2026-05-19 16:52:49.486015,2026-05-11 16:31:49.486015,2026-06-30 16:31:49.486015,00:03:41,00:09:01,380.51,451.31,0.00,451.31,completed,"Scenario B – low-cost, quick-service job order.",True
1620,1620,1444,1989,2024-07-07,2024-07-07 16:31:49.486015,2024-07-07 20:31:49.486015,2024-07-07 16:42:49.486015,2026-03-27 16:31:49.486015,2026-02-25 16:31:49.486015,00:03:42,00:08:48,752.37,673.43,0.00,673.43,released,"Scenario B – low-cost, quick-service job order.",True
1621,1621,1445,1991,2026-06-03,2026-06-03 16:31:49.486015,2026-06-03 20:31:49.486015,2026-06-03 16:41:49.486015,2026-03-02 16:31:49.486015,2026-03-16 16:31:49.486015,00:03:31,00:02:30,659.21,538.61,0.00,538.61,released,"Scenario B – low-cost, quick-service job order.",True
1622,1622,1446,1993,2026-02-09,2026-02-09 16:31:49.486015,2026-02-09 20:31:49.486015,2026-02-09 16:56:49.486015,2026-07-05 16:31:49.486015,2026-07-25 16:31:49.486015,00:03:58,00:04:43,631.82,533.85,0.00,533.85,released,"Scenario B – low-cost, quick-service job order.",True
1623,1623,1447,1995,2020-10-04,2020-10-04 16:31:49.486015,2020-10-04 20:31:49.486015,2020-10-04 16:52:49.486015,2026-06-17 16:31:49.486015,2026-05-15 16:31:49.486015,00:03:17,00:05:27,693.35,231.91,0.00,231.91,released,"Scenario B – low-cost, quick-service job order.",True
1624,1624,1448,1997,2025-06-16,2025-06-16 16:31:49.486015,2025-06-16 20:31:49.486015,2025-06-16 16:42:49.486015,2026-06-05 16:31:49.486015,2026-05-25 16:31:49.486015,00:02:46,00:07:07,390.29,222.52,0.00,222.52,completed,"Scenario B – low-cost, quick-service job order.",True
1625,1625,1449,1999,2017-02-11,2017-02-11 16:31:49.486015,2017-02-11 20:31:49.486015,2017-02-11 16:45:49.486015,2026-06-10 16:31:49.486015,2026-07-14 16:31:49.486015,00:01:08,00:07:16,395.86,827.74,0.00,827.74,released,"Scenario B – low-cost, quick-service job order.",True
1626,1626,1450,2001,2021-12-10,2021-12-10 16:31:49.486015,2021-12-10 20:31:49.486015,2021-12-10 17:00:49.486015,2026-06-28 16:31:49.486015,2026-06-22 16:31:49.486015,00:03:42,00:09:28,375.33,593.37,0.00,593.37,completed,"Scenario B – low-cost, quick-service job order.",True
1627,1627,1451,2003,2021-05-12,2021-05-12 16:31:49.486015,2021-05-12 20:31:49.486015,2021-05-12 16:41:49.486015,2026-08-03 16:31:49.486015,2026-07-29 16:31:49.486015,00:01:08,00:08:34,586.27,798.13,0.00,798.13,completed,"Scenario B – low-cost, quick-service job order.",True
1628,1628,1452,2005,2019-01-23,2019-01-23 16:31:49.486015,2019-01-23 20:31:49.486015,2019-01-23 16:52:49.486015,2026-05-11 16:31:49.486015,2026-06-19 16:31:49.486015,00:03:27,00:04:10,570.77,598.57,0.00,598.57,released,"Scenario B – low-cost, quick-service job order.",True
1629,1629,1453,2007,2026-04-05,2026-04-05 16:31:49.486015,2026-04-05 20:31:49.486015,2026-04-05 16:55:49.486015,2026-05-23 16:31:49.486015,2026-07-23 16:31:49.486015,00:03:41,00:03:06,636.68,721.63,0.00,721.63,completed,"Scenario B – low-cost, quick-service job order.",True
1630,1630,1454,2009,2020-07-27,2020-07-27 16:31:49.486015,2020-07-27 20:31:49.486015,2020-07-27 16:58:49.486015,,,00:01:04,,493.82,409.58,143.02,266.56,inspecting,"Scenario B – low-cost, quick-service job order.",True
1631,1631,1455,2011,2022-02-09,2022-02-09 16:31:49.486015,2022-02-09 20:31:49.486015,2022-02-09 16:47:49.486015,2026-05-19 16:31:49.486015,2026-05-16 16:31:49.486015,00:02:34,00:02:37,639.80,718.11,300.79,417.32,released,"Scenario B – low-cost, quick-service job order.",True
1632,1632,1456,2013,2020-12-19,2020-12-19 16:31:49.486015,2020-12-19 20:31:49.486015,2020-12-19 17:00:49.486015,2024-04-24 16:31:49.486015,2024-12-05 16:31:49.486015,00:01:42,00:03:44,518.00,633.68,0.00,633.68,released,"Scenario B – low-cost, quick-service job order.",True
1633,1633,1457,2015,2020-12-10,2020-12-10 16:31:49.486015,2020-12-10 20:31:49.486015,2020-12-10 16:43:49.486015,2026-04-16 16:31:49.486015,2026-03-29 16:31:49.486015,00:03:08,00:02:33,687.04,381.32,0.00,381.32,released,"Scenario B – low-cost, quick-service job order.",True
1634,1634,1458,2017,2018-03-18,2018-03-18 16:31:49.486015,2018-03-18 20:31:49.486015,2018-03-18 16:50:49.486015,2026-05-26 16:31:49.486015,2026-05-12 16:31:49.486015,00:04:21,00:07:22,649.94,462.21,0.00,462.21,completed,"Scenario B – low-cost, quick-service job order.",True
1635,1635,1459,2019,2024-04-27,2024-04-27 16:31:49.486015,2024-04-27 20:31:49.486015,2024-04-27 16:45:49.486015,2026-03-15 16:31:49.486015,2026-04-15 16:31:49.486015,00:03:07,00:03:53,591.81,379.74,0.00,379.74,released,"Scenario B – low-cost, quick-service job order.",True
1636,1636,1460,2021,2017-10-14,2017-10-14 16:31:49.486015,2017-10-14 20:31:49.486015,2017-10-14 16:44:49.486015,2026-05-18 16:31:49.486015,2026-06-22 16:31:49.486015,00:01:18,00:05:00,564.57,556.63,0.00,556.63,released,"Scenario B – low-cost, quick-service job order.",True
1637,1637,1461,2023,2016-12-13,2016-12-13 16:31:49.486015,2016-12-13 20:31:49.486015,2016-12-13 17:00:49.486015,2026-06-09 16:31:49.486015,2026-07-25 16:31:49.486015,00:04:05,00:08:16,311.80,398.79,536.49,-137.70,completed,"Scenario B – low-cost, quick-service job order.",True
1638,1638,1462,2025,2022-07-01,2022-07-01 16:31:49.486015,2022-07-01 20:31:49.486015,2022-07-01 16:43:49.486015,2026-06-01 16:31:49.486015,2026-06-12 16:31:49.486015,00:03:11,00:07:33,561.45,548.93,0.00,548.93,released,"Scenario B – low-cost, quick-service job order.",True
1639,1639,1463,2027,2017-08-09,2017-08-09 16:31:49.486015,2017-08-09 20:31:49.486015,2017-08-09 16:51:49.486015,2026-06-26 16:31:49.486015,2026-06-29 16:31:49.486015,00:01:39,00:04:36,474.81,694.21,0.00,694.21,completed,"Scenario B – low-cost, quick-service job order.",True
1640,1640,1464,2029,2017-01-13,2017-01-13 16:31:49.486015,2017-01-13 20:31:49.486015,2017-01-13 16:55:49.486015,2026-03-07 16:31:49.486015,2026-03-23 16:31:49.486015,00:03:42,00:05:17,409.81,535.98,0.00,535.98,released,"Scenario B – low-cost, quick-service job order.",True
1641,1641,1465,2031,2023-09-02,2023-09-02 16:31:49.486015,2023-09-02 20:31:49.486015,2023-09-02 16:57:49.486015,2026-03-07 16:31:49.486015,2026-04-24 16:31:49.486015,00:03:54,00:07:54,592.09,415.00,0.00,415.00,released,"Scenario B – low-cost, quick-service job order.",True
1642,1642,1466,2033,2023-07-03,2023-07-03 16:31:49.486015,2023-07-03 20:31:49.486015,2023-07-03 16:41:49.486015,2026-07-01 16:31:49.486015,2026-07-05 16:31:49.486015,00:04:33,00:06:27,298.77,343.37,0.00,343.37,released,"Scenario B – low-cost, quick-service job order.",True
1643,1643,1467,2035,2022-08-24,2022-08-24 16:31:49.486015,2022-08-24 20:31:49.486015,2022-08-24 16:58:49.486015,2026-07-20 16:31:49.486015,2026-06-29 16:31:49.486015,00:04:21,00:09:52,589.87,380.38,217.65,162.73,completed,"Scenario B – low-cost, quick-service job order.",True
1644,1644,1468,2037,2018-07-31,2018-07-31 16:31:49.486015,2018-07-31 20:31:49.486015,2018-07-31 16:58:49.486015,2026-06-13 16:31:49.486015,2026-06-24 16:31:49.486015,00:04:13,00:03:52,480.22,582.13,0.00,582.13,released,"Scenario B – low-cost, quick-service job order.",True
1645,1645,1469,2039,2018-08-19,2018-08-19 16:31:49.486015,2018-08-19 20:31:49.486015,2018-08-19 16:46:49.486015,2026-05-20 16:31:49.486015,2026-06-12 16:31:49.486015,00:03:43,00:03:03,623.59,516.93,0.00,516.93,completed,"Scenario B – low-cost, quick-service job order.",True
1646,1646,1470,2041,2025-02-04,2025-02-04 16:31:49.486015,2025-02-04 20:31:49.486015,2025-02-04 16:58:49.486015,2026-06-17 16:31:49.486015,2026-07-02 16:31:49.486015,00:04:07,00:05:18,661.15,273.56,0.00,273.56,completed,"Scenario B – low-cost, quick-service job order.",True
1647,1647,1471,2043,2023-09-03,2023-09-03 16:31:49.486015,2023-09-03 20:31:49.486015,2023-09-03 16:52:49.486015,2026-07-15 16:31:49.486015,2026-05-17 16:31:49.486015,00:02:50,00:07:46,410.69,324.46,0.00,324.46,completed,"Scenario B – low-cost, quick-service job order.",True
1648,1648,1472,2045,2019-10-15,2019-10-15 16:31:49.486015,2019-10-15 20:31:49.486015,2019-10-15 16:54:49.486015,2026-06-27 16:31:49.486015,2026-07-23 16:31:49.486015,00:01:56,00:02:15,422.69,796.54,0.00,796.54,completed,"Scenario B – low-cost, quick-service job order.",True
1649,1649,1473,2047,2021-06-05,2021-06-05 16:31:49.486015,2021-06-05 20:31:49.486015,2021-06-05 16:55:49.486015,2026-06-28 16:31:49.486015,2026-07-25 16:31:49.486015,00:02:00,00:06:39,611.47,614.37,0.00,614.37,released,"Scenario B – low-cost, quick-service job order.",True
1650,1650,1474,2049,2020-08-20,2020-08-20 16:31:49.486015,2020-08-20 20:31:49.486015,2020-08-20 16:42:49.486015,2026-07-17 16:31:49.486015,2026-06-28 16:31:49.486015,00:02:08,00:03:19,255.66,879.74,127.86,751.88,completed,"Scenario B – low-cost, quick-service job order.",True
1651,1651,1475,2051,2024-11-10,2024-11-10 16:31:49.486015,2024-11-10 20:31:49.486015,2024-11-10 16:49:49.486015,2026-06-05 16:31:49.486015,2026-05-26 16:31:49.486015,00:02:42,00:08:51,382.07,855.30,0.00,855.30,released,"Scenario B – low-cost, quick-service job order.",True
1652,1652,1476,2053,2025-04-10,2025-04-10 16:31:49.486015,2025-04-10 20:31:49.486015,2025-04-10 16:44:49.486015,2025-09-11 16:31:49.486015,2025-06-15 16:31:49.486015,00:04:57,00:02:29,715.42,467.44,332.62,134.82,released,"Scenario B – low-cost, quick-service job order.",True
